################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  7.9762131796275626E-01 a      1588     0   133     1     4
 -2.1078502168526336E+00 a      1589     0   133     1     5
  2.4583399478194119E+00 a      1590     0   133     1     6
 -1.2403751454885896E+00 a      1591     0   133     1     7
 -5.9387880889448907E-01 a      1592     0   133     1     8
 -3.2864331974385945E+00 a      1593     0   133     1     9
  5.7483602842244234E-02 a      1594     0   133     1    10
  6.4164223160094891E-01 a      1595     0   133     1    11
  1.9659918156130343E+00 a      1596     0   133     1    12
 -3.2312699113688788E+00 a      1597     0   134     1     1
  2.3633412428219711E+00 a      1598     0   134     1     2
 -1.3557552137914810E+00 a      1599     0   134     1     3
  4.7352755825160715E+00 a      1600     0   134     1     4
  5.2506374457867979E+00 a      1601     0   134     1     5
 -1.1474910334054597E+01 a      1602     0   134     1     6
  2.1905816280957855E+00 a      1603     0   134     1     7
 -1.1237276199707820E+00 a      1604     0   134     1     8
 -7.2565974237553503E-03 a      1605     0   134     1     9
 -3.5871395391794652E+00 a      1606     0   134     1    10
 -6.5564667763717370E+00 a      1607     0   134     1    11
  5.3288850818057130E+00 a      1608     0   134     1    12
  6.0243543976259994E+00 a      1609     0   135     1     1
  2.3615611427133989E+00 a      1610     0   135     1     2
 -5.8215986086387994E-01 a      1611     0   135     1     3
 -2.8278580432146603E+00 a      1612     0   135     1     4
  8.8244513814070547E-01 a      1613     0   135     1     5
  4.8599124990102718E+00 a      1614     0   135     1     6
  2.0669361238971526E+00 a      1615     0   135     1     7
  2.3815896283096554E+00 a      1616     0   135     1     8
 -6.7964895816912900E+00 a      1617     0   135     1     9
  2.2217318622304023E+00 a      1618     0   135     1    10
 -3.4466358959366739E+00 a      1619     0   135     1    11
  4.0292248873124272E+00 a      1620     0   135     1    12
 -1.9155874661487742E+00 a      1621     0   136     1     1
  1.3103667874012206E+00 a      1622     0   136     1     2
 -3.0743091623017488E-01 a      1623     0   136     1     3
  5.4784314966711767E+00 a      1624     0   136     1     4
  4.4188121119296060E+00 a      1625     0   136     1     5
 -1.0661068539555854E+01 a      1626     0   136     1     6
  1.2499457845965714E+00 a      1627     0   136     1     7
 -1.6835600850536123E+00 a      1628     0   136     1     8
  1.0658166069969643E+00 a      1629     0   136     1     9
 -2.8197042948858324E+00 a      1630     0   136     1    10
 -4.3111296170740170E+00 a      1631     0   136     1    11
  3.7426167991122172E+00 a      1632     0   136     1    12
 -6.3800609413959695E+00 a      1633     0   137     1     1
 -2.2579222722368275E+00 a      1634     0   137     1     2
  4.9868802072501706E-01 a      1635     0   137     1     3
  2.1159161790726388E+00 a      1636     0   137     1     4
  1.0206281288487835E+00 a      1637     0   137     1     5
 -4.3401562899084762E+00 a      1638     0   137     1     6
 -7.8590622432869239E-01 a      1639     0   137     1     7
 -2.8483204644264665E-01 a      1640     0   137     1     8
  6.9304930447778297E+00 a      1641     0   137     1     9
 -1.5417683430548399E+00 a      1642     0   137     1    10
  2.2790672817226616E+00 a      1643     0   137     1    11
 -3.7243139879387166E+00 a      1644     0   137     1    12
  4.9419857104810330E+00 a      1645     0   138     1     1
 -3.6543582283901195E+00 a      1646     0   138     1     2
  2.1242870998307724E+00 a      1647     0   138     1     3
 -6.3335886655965270E+00 a      1648     0   138     1     4
 -4.1257496278070320E+00 a      1649     0   138     1     5
  1.3855181883492691E+01 a      1650     0   138     1     6
  3.7320391013509141E-01 a      1651     0   138     1     7
  1.7072796620801647E+00 a      1652     0   138     1     8
 -9.4438278238196183E-01 a      1653     0   138     1     9
  6.2460709214316097E+00 a      1654     0   138     1    10
  5.6429656854696901E+00 a      1655     0   138     1    11
 -6.8893042471614496E+00 a      1656     0   138     1    12
  1.7491748579223041E+00 a      1657     0   139     1     1
  1.3519405583547313E+00 a      1658     0   139     1     2
  4.5993692888943805E-01 a      1659     0   139     1     3
 -1.0092439301459206E+00 a      1660     0   139     1     4
 -4.0523765245311572E-01 a      1661     0   139     1     5
  1.4568776763499476E+00 a      1662     0   139     1     6
 -1.3322125530361281E-01 a      1663     0   139     1     7
 -4.0261655836834759E-01 a      1664     0   139     1     8
 -2.9955042100381406E+00 a      1665     0   139     1     9
  8.7291522453771586E-01 a      1666     0   139     1    10
 -8.0624765231467943E-01 a      1667     0   139     1    11
  3.7801038192572656E-01 a      1668     0   139     1    12
 -1.6310627440025738E+00 a      1669     0   140     1     1
  3.1446371865414706E+00 a      1670     0   140     1     2
 -1.8692416572996606E+00 a      1671     0   140     1     3
  4.1605971586844698E-01 a      1672     0   140     1     4
  1.0078043427589307E+00 a      1673     0   140     1     5
 -4.3066072865596743E+00 a      1674     0   140     1     6
 -1.7449659742329411E+00 a      1675     0   140     1     7
 -1.7372938066643817E-01 a      1676     0   140     1     8
  3.0567353748359344E-01 a      1677     0   140     1     9
 -2.0106589014395024E+00 a      1678     0   140     1    10
 -1.4287045269368361E+00 a      1679     0   140     1    11
  2.3871498932454052E+00 a      1680     0   140     1    12
  2.0574670166791984E+00 a      1681     0   141     1     1
  4.5765362856577418E+00 a      1682     0   141     1     2
 -6.2774304403596703E-01 a      1683     0   141     1     3
  8.2929442104010631E-01 a      1684     0   141     1     4
  7.6474026358760607E+00 a      1685     0   141     1     5
  1.6301578541959338E-01 a      1686     0   141     1     6
 -1.5743882829769911E+00 a      1687     0   141     1     7
  3.5266427886753262E+00 a      1688     0   141     1     8
 -4.7213785455811861E+00 a      1689     0   141     1     9
  9.3409717953759386E-01 a      1690     0   141     1    10
  3.5357483697989340E+00 a      1691     0   141     1    11
  5.4573516660486625E+00 a      1692     0   141     1    12
  4.8976618975752673E-01 a      1693     0   142     1     1
 -8.5507463250023263E-01 a      1694     0   142     1     2
 -1.9117630326198112E-01 a      1695     0   142     1     3
  4.9280737441273548E-01 a      1696     0   142     1     4
 -2.4519823996765440E+00 a      1697     0   142     1     5
  2.1884992442350373E+00 a      1698     0   142     1     6
  9.0345951109770484E-01 a      1699     0   142     1     7
  2.1875793550393787E-02 a      1700     0   142     1     8
 -2.2315711953775152E+00 a      1701     0   142     1     9
  6.7638827068947560E-01 a      1702     0   142     1    10
 -1.9353905069416668E+00 a      1703     0   142     1    11
  7.3951560101911906E-01 a      1704     0   142     1    12
  6.7866346070932748E-01 a      1705     0   143     1     1
 -6.1754540069435082E-01 a      1706     0   143     1     2
 -1.6388317184611872E-01 a      1707     0   143     1     3
  6.2570645106338318E-01 a      1708     0   143     1     4
 -2.3057824117460197E+00 a      1709     0   143     1     5
  2.2167395079986907E+00 a      1710     0   143     1     6
  1.0909159909967736E+00 a      1711     0   143     1     7
 -2.0949813673172310E-01 a      1712     0   143     1     8
 -2.2358390462657982E+00 a      1713     0   143     1     9
  9.3516579366014163E-01 a      1714     0   143     1    10
 -1.7827944930976207E+00 a      1715     0   143     1    11
  5.6814741870456587E-01 a      1716     0   143     1    12
  2.0839356116565342E+00 a      1717     0   144     1     1
  3.8692140500103172E+00 a      1718     0   144     1     2
  1.6607975045975896E+00 a      1719     0   144     1     3
 -4.7117763989397652E+00 a      1720     0   144     1     4
  5.9342096553029933E+00 a      1721     0   144     1     5
  1.6506889272290135E+00 a      1722     0   144     1     6
  3.0969082193011173E+00 a      1723     0   144     1     7
  2.4824003867878992E+00 a      1724     0   144     1     8
 -5.2928367479862004E+00 a      1725     0   144     1     9
  9.9101470242768375E-01 a      1726     0   144     1    10
 -3.1169041347323909E+00 a      1727     0   144     1    11
  6.2394691020801369E+00 a      1728     0   144     1    12
 -1.8897070331655501E+00 a      1729     0   145     1     1
 -1.6826980718785203E+00 a      1730     0   145     1     2
  1.4872310484299950E-01 a      1731     0   145     1     3
  9.7652616986294072E-01 a      1732     0   145     1     4
 -9.5723400849679408E-01 a      1733     0   145     1     5
  5.5167171358761102E-01 a      1734     0   145     1     6
  2.2057329560839056E-01 a      1735     0   145     1     7
 -9.0051408612376627E-01 a      1736     0   145     1     8
 -1.6902922535571223E+00 a      1737     0   145     1     9
 -1.6663947371903678E+00 a      1738     0   145     1    10
  3.0267911910720049E-02 a      1739     0   145     1    11
  1.4262493267633563E+00 a      1740     0   145     1    12
 -1.7785712363584769E+00 a      1741     0   146     1     1
 -1.7747125158876866E+00 a      1742     0   146     1     2
  1.6031890818074718E-01 a      1743     0   146     1     3
  1.0455530349338911E+00 a      1744     0   146     1     4
 -1.0849676786561129E+00 a      1745     0   146     1     5
  7.5214820469675048E-01 a      1746     0   146     1     6
  1.7989331631204070E-01 a      1747     0   146     1     7
 -9.7162112501748477E-01 a      1748     0   146     1     8
 -1.6454539463483155E+00 a      1749     0   146     1     9
 -1.7728232137821325E+00 a      1750     0   146     1    10
  1.0840704450609319E-01 a      1751     0   146     1    11
  1.1940601708235881E+00 a      1752     0   146     1    12
 -2.5110787577731686E+00 a      1753     0   147     1     1
 -8.2385695097365872E+00 a      1754     0   147     1     2
 -4.3883587869536935E+00 a      1755     0   147     1     3
  2.6056557141895138E+00 a      1756     0   147     1     4
 -1.1972829186195730E+01 a      1757     0   147     1     5
 -2.6347506346585439E+00 a      1758     0   147     1     6
 -5.4262841447064272E+00 a      1759     0   147     1     7
 -1.7309391903750080E+00 a      1760     0   147     1     8
  1.2434387409739424E+01 a      1761     0   147     1     9
 -4.1441004607027283E+00 a      1762     0   147     1    10
  1.1318150724658874E-01 a      1763     0   147     1    11
 -7.7819485079302479E+00 a      1764     0   147     1    12
  2.0222011389284948E+00 a      1765     0   148     1     1
  1.4900916054992261E+00 a      1766     0   148     1     2
 -8.3831161096676443E-01 a      1767     0   148     1     3
  6.1696084270604146E-01 a      1768     0   148     1     4
 -3.6490363981941076E-01 a      1769     0   148     1     5
 -6.1956723589121576E-01 a      1770     0   148     1     6
 -4.5515082855996267E+00 a      1771     0   148     1     7
 -9.3164162100598824E-01 a      1772     0   148     1     8
  2.3386956399076895E+00 a      1773     0   148     1     9
  5.2281151206092416E+00 a      1774     0   148     1    10
  3.5529822755827221E+00 a      1775     0   148     1    11
 -5.6743558118071116E+00 a      1776     0   148     1    12
  2.1856507810503225E+00 a      1777     0   149     1     1
  1.2769386119281181E+00 a      1778     0   149     1     2
 -7.1918700964764581E-01 a      1779     0   149     1     3
  3.9674222414828109E-01 a      1780     0   149     1     4
 -4.9940641507171890E-01 a      1781     0   149     1     5
 -7.1810102069750636E-01 a      1782     0   149     1     6
 -4.5260441189831964E+00 a      1783     0   149     1     7
 -8.4633079221938368E-01 a      1784     0   149     1     8
  2.3867236971337977E+00 a      1785     0   149     1     9
  4.9635390381643756E+00 a      1786     0   149     1    10
  3.5591126092530061E+00 a      1787     0   149     1    11
 -5.6596458699105741E+00 a      1788     0   149     1    12
  1.4137265727851736E+00 a      1789     0   150     1     1
  1.9478767962129473E+00 a      1790     0   150     1     2
  1.9072258222519924E+00 a      1791     0   150     1     3
 -6.3688524058227971E+00 a      1792     0   150     1     4
  2.5373289508226384E+00 a      1793     0   150     1     5
  1.3400830164902831E+00 a      1794     0   150     1     6
  3.6645973426486682E+00 a      1795     0   150     1     7
  1.3761659117306961E+00 a      1796     0   150     1     8
 -3.1284127240047961E+00 a      1797     0   150     1     9
  1.2287056123338062E-01 a      1798     0   150     1    10
 -5.8246993754099394E+00 a      1799     0   150     1    11
  4.5016824336150947E+00 a      1800     0   150     1    12
 -2.1258307476609812E+00 a      1801     0   151     1     1
 -1.7126959486399496E+00 a      1802     0   151     1     2
  3.6474497715089114E-02 a      1803     0   151     1     3
  1.2435799862811270E+00 a      1804     0   151     1     4
 -4.9662730578386804E-01 a      1805     0   151     1     5
 -1.6369552139302732E-01 a      1806     0   151     1     6
 -9.3570679297071024E-01 a      1807     0   151     1     7
 -1.1989018579743689E+00 a      1808     0   151     1     8
 -7.8815042793355117E-01 a      1809     0   151     1     9
 -1.8715456160440742E+00 a      1810     0   151     1    10
  1.5187415785734950E+00 a      1811     0   151     1    11
  5.7827083892210263E-01 a      1812     0   151     1    12
 -2.1291016211894083E+00 a      1813     0   152     1     1
 -1.5162615572926339E+00 a      1814     0   152     1     2
  2.8930173888851540E-01 a      1815     0   152     1     3
  1.1511834303497115E+00 a      1816     0   152     1     4
 -3.2509707721972270E-01 a      1817     0   152     1     5
 -2.5867026963112888E-01 a      1818     0   152     1     6
 -1.0172495558348638E+00 a      1819     0   152     1     7
 -1.3378887939398190E+00 a      1820     0   152     1     8
 -8.3566865787867628E-01 a      1821     0   152     1     9
 -1.6388300291068667E+00 a      1822     0   152     1    10
  1.3434608837583137E+00 a      1823     0   152     1    11
  5.5795958830765457E-01 a      1824     0   152     1    12
 -2.6466544174253009E-01 a      1825     0   153     1     1
  4.4995873475832928E+00 a      1826     0   153     1     2
  4.4545474609498531E-01 a      1827     0   153     1     3
 -3.2321578853282293E+00 a      1828     0   153     1     4
  4.2071862822087356E+00 a      1829     0   153     1     5
  6.5903124376465005E-01 a      1830     0   153     1     6
  1.2510547090607165E+00 a      1831     0   153     1     7
 -9.6350166412214133E-01 a      1832     0   153     1     8
 -3.4389665291166076E+00 a      1833     0   153     1     9
  1.6710635981544408E+00 a      1834     0   153     1    10
  2.1649600651744655E-01 a      1835     0   153     1    11
  1.8074676391603792E+00 a      1836     0   153     1    12
  2.3223374185212813E+00 a      1837     0   154     1     1
 -3.8542779964891366E-01 a      1838     0   154     1     2
  2.5364005736006954E+00 a      1839     0   154     1     3
 -9.9249036927259304E-01 a      1840     0   154     1     4
  1.6371427757081243E+00 a      1841     0   154     1     5
  2.6851354077256462E-01 a      1842     0   154     1     6
  2.4126488994542470E+00 a      1843     0   154     1     7
  1.2726748082654018E+00 a      1844     0   154     1     8
  1.6732077040798294E+00 a      1845     0   154     1     9
 -2.0896048714546867E+00 a      1846     0   154     1    10
 -2.2842846830317431E+00 a      1847     0   154     1    11
  1.8123936521957889E+00 a      1848     0   154     1    12
  2.3804083797386300E+00 a      1849     0   155     1     1
 -4.5391779986498682E-01 a      1850     0   155     1     2
  2.5767059407276047E+00 a      1851     0   155     1     3
 -9.6032555078902826E-01 a      1852     0   155     1     4
  1.5809329289799334E+00 a      1853     0   155     1     5
  2.9015038150988132E-01 a      1854     0   155     1     6
  2.4336766582053646E+00 a      1855     0   155     1     7
  1.0716083028147669E+00 a      1856     0   155     1     8
  1.4815830632652189E+00 a      1857     0   155     1     9
 -2.3296665897593614E+00 a      1858     0   155     1    10
 -2.3905506878938101E+00 a      1859     0   155     1    11
  1.8041292575200145E+00 a      1860     0   155     1    12
 -4.5330382403402698E+00 a      1861     0   156     1     1
 -7.9895930895463412E+00 a      1862     0   156     1     2
 -7.6891452677434904E+00 a      1863     0   156     1     3
  7.7874852328002477E+00 a      1864     0   156     1     4
 -1.7001985556777104E+01 a      1865     0   156     1     5
 -6.8886779341491469E+00 a      1866     0   156     1     6
 -8.1016937212609097E+00 a      1867     0   156     1     7
 -9.5361409897655331E+00 a      1868     0   156     1     8
  1.5110657233931377E+01 a      1869     0   156     1     9
 -5.8379633794447505E+00 a      1870     0   156     1    10
  1.2015107287065105E+01 a      1871     0   156     1    11
 -1.0855042715749319E+01 a      1872     0   156     1    12
 -7.5228495523717709E-01 a      1873     0   157     1     1
  1.2289716601926219E+00 a      1874     0   157     1     2
  3.8449643091001441E-02 a      1875     0   157     1     3
 -1.0267524800922849E+00 a      1876     0   157     1     4
  6.9294496935133731E-01 a      1877     0   157     1     5
 -3.5068904640974585E+00 a      1878     0   157     1     6
  6.3348731609081700E-03 a      1879     0   157     1     7
 -4.8177912479524815E-01 a      1880     0   157     1     8
  4.3181245649208790E+00 a      1881     0   157     1     9
  5.2590791480038124E-01 a      1882     0   157     1    10
 -1.1803646892364848E-01 a      1883     0   157     1    11
 -2.3947551443568904E+00 a      1884     0   157     1    12
 -8.4605498804673529E-01 a      1885     0   158     1     1
  1.3518876860324252E+00 a      1886     0   158     1     2
  4.9675026874919703E-02 a      1887     0   158     1     3
 -1.0642667698741841E+00 a      1888     0   158     1     4
  5.7306266346778212E-01 a      1889     0   158     1     5
 -3.2895184445856600E+00 a      1890     0   158     1     6
 -1.0321531484892951E-01 a      1891     0   158     1     7
 -5.5787344497493740E-01 a      1892     0   158     1     8
  4.3592461117919727E+00 a      1893     0   158     1     9
  5.4773221128277694E-01 a      1894     0   158     1    10
  2.6201253138100001E-02 a      1895     0   158     1    11
 -2.2302363096040958E+00 a      1896     0   158     1    12
 -4.1094247066607581E+00 a      1897     0   159     1     1
 -1.9812095653222839E+00 a      1898     0   159     1     2
 -1.1156968446076041E+00 a      1899     0   159     1     3
  3.7142589339147634E+00 a      1900     0   159     1     4
  2.7523663623292034E+00 a      1901     0   159     1     5
 -2.8359128653017964E+00 a      1902     0   159     1     6
  2.0591152174345138E+00 a      1903     0   159     1     7
 -5.6419406764822391E+00 a      1904     0   159     1     8
 -3.7325650442374343E+00 a      1905     0   159     1     9
 -1.8368984960035140E+00 a      1906     0   159     1    10
  5.9546067657998814E+00 a      1907     0   159     1    11
  2.8682565472837684E-01 a      1908     0   159     1    12
  4.8581811049428042E-01 a      1909     0   160     1     1
  2.5435679782630363E+00 a      1910     0   160     1     2
 -1.8218821449510390E+00 a      1911     0   160     1     3
 -5.7479150745995555E-01 a      1912     0   160     1     4
  6.4354811632512048E+00 a      1913     0   160     1     5
 -2.3587348090137774E+00 a      1914     0   160     1     6
  4.8407049548455667E+00 a      1915     0   160     1     7
  2.5520233529666352E+00 a      1916     0   160     1     8
  5.3665712506130960E+00 a      1917     0   160     1     9
 -4.1717635684234491E+00 a      1918     0   160     1    10
 -1.4799144427621391E+00 a      1919     0   160     1    11
  2.9756799991978422E+00 a      1920     0   160     1    12
  5.4568204903841711E-01 a      1921     0   161     1     1
  2.6744377916379070E+00 a      1922     0   161     1     2
 -1.8975031107093117E+00 a      1923     0   161     1     3
 -6.1972292236991999E-01 a      1924     0   161     1     4
  6.4864843902931293E+00 a      1925     0   161     1     5
 -2.3625874588601188E+00 a      1926     0   161     1     6
  4.6854497920180709E+00 a      1927     0   161     1     7
  2.3446428025441404E+00 a      1928     0   161     1     8
  5.5187234732255792E+00 a      1929     0   161     1     9
 -4.0295327697842378E+00 a      1930     0   161     1    10
 -1.6214177953718067E+00 a      1931     0   161     1    11
  3.1016467377965995E+00 a      1932     0   161     1    12
 -2.9340602866384500E+00 a      1933     0   162     1     1
 -3.1173892536941770E+00 a      1934     0   162     1     2
 -3.4332715728489838E+00 a      1935     0   162     1     3
  3.6174362116442635E+00 a      1936     0   162     1     4
 -1.1326553938402146E+00 a      1937     0   162     1     5
 -2.5392324210250696E+00 a      1938     0   162     1     6
 -2.3191309814682928E+00 a      1939     0   162     1     7
 -3.8459208374989147E+00 a      1940     0   162     1     8
 -2.5241897400529778E+00 a      1941     0   162     1     9
  1.6027213058738832E+00 a      1942     0   162     1    10
  4.9880996802402047E+00 a      1943     0   162     1    11
 -3.0190354076776820E+00 a      1944     0   162     1    12
  2.5789757468161580E+00 a      1945     0   163     1     1
 -3.4248600041540411E-01 a      1946     0   163     1     2
 -1.5859082890060483E+00 a      1947     0   163     1     3
 -1.6615539338008978E+00 a      1948     0   163     1     4
  5.6184971683129188E+00 a      1949     0   163     1     5
  1.4135108452365747E-01 a      1950     0   163     1     6
  1.6813697267004457E+00 a      1951     0   163     1     7
  3.1540126526260934E+00 a      1952     0   163     1     8
  2.9393254593234093E+00 a      1953     0   163     1     9
 -2.3906197736222961E+00 a      1954     0   163     1    10
  1.2761318503312695E+00 a      1955     0   163     1    11
  1.5368325829245433E+00 a      1956     0   163     1    12
  2.3487253278497424E+00 a      1957     0   164     1     1
 -2.1169107002280257E-01 a      1958     0   164     1     2
 -1.5522977801830908E+00 a      1959     0   164     1     3
 -1.5371433114052013E+00 a      1960     0   164     1     4
  5.4410498482192828E+00 a      1961     0   164     1     5
  3.1946482684757804E-02 a      1962     0   164     1     6
  1.4193041945059151E+00 a      1963     0   164     1     7
  3.1826680019414688E+00 a      1964     0   164     1     8
  3.0564867159986573E+00 a      1965     0   164     1     9
 -2.4610709303925282E+00 a      1966     0   164     1    10
  1.3972754095771323E+00 a      1967     0   164     1    11
  1.4609171095865656E+00 a      1968     0   164     1    12
  5.3811433689094523E-01 a      1969     0   165     1     1
  3.4422810783464106E+00 a      1970     0   165     1     2
  1.2112596980473771E+01 a      1971     0   165     1     3
 -3.6963232043071961E+00 a      1972     0   165     1     4
  1.1279980206446382E+01 a      1973     0   165     1     5
  6.7726711581713346E+00 a      1974     0   165     1     6
  1.7431338989925116E+01 a      1975     0   165     1     7
  4.5925792680442621E+00 a      1976     0   165     1     8
 -1.0587977031119287E+01 a      1977     0   165     1     9
  3.2803888938003749E+00 a      1978     0   165     1    10
 -1.2809461962305855E+01 a      1979     0   165     1    11
  9.0254241951976315E+00 a      1980     0   165     1    12
  5.9405050990927966E-01 a      1981     0   166     1     1
  4.1532809513339455E+00 a      1982     0   166     1     2
  4.0483101030972479E+00 a      1983     0   166     1     3
  8.5364072414562875E-01 a      1984     0   166     1     4
 -2.4415878762712389E+00 a      1985     0   166     1     5
 -3.1707195193789559E+00 a      1986     0   166     1     6
  8.4609360952889889E-01 a      1987     0   166     1     7
 -1.7819336779448265E+00 a      1988     0   166     1     8
 -1.1259714532627214E+00 a      1989     0   166     1     9
 -2.2079465809924352E+00 a      1990     0   166     1    10
 -6.4125593106775902E+00 a      1991     0   166     1    11
  3.6139420223845669E+00 a      1992     0   166     1    12
  3.3908720907856332E-01 a      1993     0   167     1     1
  3.9938753749753264E+00 a      1994     0   167     1     2
  4.2360274107674298E+00 a      1995     0   167     1     3
  7.8936993622357754E-01 a      1996     0   167     1     4
 -2.6382505312055922E+00 a      1997     0   167     1     5
 -3.1168498257806418E+00 a      1998     0   167     1     6
  7.5400705288495640E-01 a      1999     0   167     1     7
 -1.6373207032141857E+00 a      2000     0   167     1     8
 -1.1391908941077946E+00 a      2001     0   167     1     9
 -2.3510517904418267E+00 a      2002     0   167     1    10
 -6.1463436040860744E+00 a      2003     0   167     1    11
  3.5722195456263885E+00 a      2004     0   167     1    12
 -1.8805939597176513E+00 a      2005     0   168     1     1
 -2.5243642414515097E+00 a      2006     0   168     1     2
 -1.9999540352289857E+00 a      2007     0   168     1     3
  2.2666595077547464E+00 a      2008     0   168     1     4
 -5.4549385410774809E-01 a      2009     0   168     1     5
 -5.9742029450119472E-01 a      2010     0   168     1     6
 -9.6490926760643192E-01 a      2011     0   168     1     7
 -1.3755698225688155E+00 a      2012     0   168     1     8
 -3.1220242022722440E+00 a      2013     0   168     1     9
  3.4442380088053577E+00 a      2014     0   168     1    10
  1.6342526766812084E+00 a      2015     0   168     1    11
 -2.3792727317423084E+00 a      2016     0   168     1    12
  2.9680909182100965E+00 a      2017     0   169     1     1
 -9.8693110223038694E-01 a      2018     0   169     1     2
 -4.1325934660826147E-01 a      2019     0   169     1     3
 -1.6175407366872703E+00 a      2020     0   169     1     4
  3.7042217158457973E+00 a      2021     0   169     1     5
  6.6583241248027358E-01 a      2022     0   169     1     6
  4.0499710573085351E-02 a      2023     0   169     1     7
  2.6959772357632055E+00 a      2024     0   169     1     8
  1.0964012750815719E+00 a      2025     0   169     1     9
 -1.5007411055680162E+00 a      2026     0   169     1    10
  1.4073224056883782E+00 a      2027     0   169     1    11
  1.3024775635239512E+00 a      2028     0   169     1    12
  3.0192268139921770E+00 a      2029     0   170     1     1
 -8.7749643205802608E-01 a      2030     0   170     1     2
 -6.9263171749641772E-01 a      2031     0   170     1     3
 -1.4228103629670905E+00 a      2032     0   170     1     4
  3.5927768173039962E+00 a      2033     0   170     1     5
  6.4149767900318577E-01 a      2034     0   170     1     6
  1.0201112941586415E-01 a      2035     0   170     1     7
  2.7690904652181669E+00 a      2036     0   170     1     8
  1.3588584521059337E+00 a      2037     0   170     1     9
 -1.5871265007639792E+00 a      2038     0   170     1    10
  1.2981276556981121E+00 a      2039     0   170     1    11
  1.3777734951708247E+00 a      2040     0   170     1    12
  6.5019264188518378E+00 a      2041     0   171     1     1
 -7.3010854751567384E+00 a      2042     0   171     1     2
 -1.8738362189667002E+00 a      2043     0   171     1     3
  6.9906293779554316E+00 a      2044     0   171     1     4
 -9.6424943297595416E+00 a      2045     0   171     1     5
 -2.6388641466990501E+00 a      2046     0   171     1     6
 -8.9141227569259325E+00 a      2047     0   171     1     7
  3.5713778972143881E+00 a      2048     0   171     1     8
  5.4863560627334547E+00 a      2049     0   171     1     9
 -8.2544016598043657E-01 a      2050     0   171     1    10
  8.2454797654703482E-01 a      2051     0   171     1    11
 -3.3497092199145078E+00 a      2052     0   171     1    12
  8.2038753203563319E-01 a      2053     0   172     1     1
 -5.8931507188595251E+00 a      2054     0   172     1     2
 -5.5828873924381499E+00 a      2055     0   172     1     3
  1.7171443280360017E+00 a      2056     0   172     1     4
 -2.4870669228159814E+00 a      2057     0   172     1     5
  2.6171139575450297E+00 a      2058     0   172     1     6
 -2.5348316059587983E+00 a      2059     0   172     1     7
 -6.7753866037443922E-01 a      2060     0   172     1     8
  3.5521374629454622E-01 a      2061     0   172     1     9
  6.0562436948881315E-01 a      2062     0   172     1    10
  7.1352534610400635E+00 a      2063     0   172     1    11
 -5.9423474741472671E-01 a      2064     0   172     1    12
  9.1279020989073167E-01 a      2065     0   173     1     1
 -5.7844433174157954E+00 a      2066     0   173     1     2
 -5.6869730273425683E+00 a      2067     0   173     1     3
  1.6459528286095808E+00 a      2068     0   173     1     4
 -2.7007395924756077E+00 a      2069     0   173     1     5
  2.7920396732766450E+00 a      2070     0   173     1     6
 -2.5657222750799940E+00 a      2071     0   173     1     7
 -4.9705997389021506E-01 a      2072     0   173     1     8
  5.6151823194396355E-01 a      2073     0   173     1     9
  3.7908080667247046E-01 a      2074     0   173     1    10
  7.1890709117306741E+00 a      2075     0   173     1    11
 -6.0534139982340007E-01 a      2076     0   173     1    12
  1.2669581474532734E+00 a      2077     0   174     1     1
  2.5855590157674646E+00 a      2078     0   174     1     2
  6.6158261446667490E+00 a      2079     0   174     1     3
 -4.2288007931370908E+00 a      2080     0   174     1     4
  7.1855949466795712E+00 a      2081     0   174     1     5
  7.0223582939423377E+00 a      2082     0   174     1     6
  9.3013811995476292E+00 a      2083     0   174     1     7
  7.4359304035157718E+00 a      2084     0   174     1     8
 -9.1858181403924597E+00 a      2085     0   174     1     9
  9.0853560298597174E+00 a      2086     0   174     1    10
 -1.2903452338924563E+01 a      2087     0   174     1    11
  3.1769977281917297E+00 a      2088     0   174     1    12
  3.2293659675102528E+00 a      2089     0   175     1     1
 -9.7349926288146482E-01 a      2090     0   175     1     2
  3.2290075245442802E+00 a      2091     0   175     1     3
 -9.6353785919754475E-01 a      2092     0   175     1     4
 -1.8106650024152018E+00 a      2093     0   175     1     5
  1.3917526075373361E+00 a      2094     0   175     1     6
 -3.5203447581476057E+00 a      2095     0   175     1     7
  8.4459643934405770E-01 a      2096     0   175     1     8
 -4.1700227548332434E+00 a      2097     0   175     1     9
  3.6412957032702770E-01 a      2098     0   175     1    10
 -3.1606536831240750E+00 a      2099     0   175     1    11
  9.7305823034199557E-01 a      2100     0   175     1    12
  3.2808847486289343E+00 a      2101     0   176     1     1
 -1.0419980919950436E+00 a      2102     0   176     1     2
  3.2178757832798581E+00 a      2103     0   176     1     3
 -1.1904598871449623E+00 a      2104     0   176     1     4
 -1.5633557056146659E+00 a      2105     0   176     1     5
  1.4503344900849904E+00 a      2106     0   176     1     6
