################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.5239421503985124E-02 a       532     0    45     1     4
 -5.6365167027878568E-02 a       533     0    45     1     5
  2.9500971301757668E-02 a       534     0    45     1     6
  7.6827386782876428E-02 a       535     0    45     1     7
  1.4687720886734440E-01 a       536     0    45     1     8
  1.2699103743290347E-02 a       537     0    45     1     9
 -1.1087069760868272E-01 a       538     0    45     1    10
  7.1211499806349318E-02 a       539     0    45     1    11
  2.1560781416308231E-01 a       540     0    45     1    12
  1.0327193287732420E-02 a       541     0    46     1     1
  5.6401422635472320E-02 a       542     0    46     1     2
  2.5741790517516416E-01 a       543     0    46     1     3
 -7.0919765353168157E-02 a       544     0    46     1     4
 -5.4118576794653504E-02 a       545     0    46     1     5
  2.0343895791679653E-01 a       546     0    46     1     6
  1.0477672770510368E-01 a       547     0    46     1     7
  1.1336558812446371E-01 a       548     0    46     1     8
  3.7330404435442242E-02 a       549     0    46     1     9
  7.5133430267884257E-02 a       550     0    46     1    10
 -1.4636230172163853E-01 a       551     0    46     1    11
  6.5827442564332844E-02 a       552     0    46     1    12
  1.2837690978788838E-01 a       553     0    47     1     1
  1.2996924001905602E-01 a       554     0    47     1     2
  5.7640394926574601E-01 a       555     0    47     1     3
  1.2934197755893606E-01 a       556     0    47     1     4
  5.5275805079121845E-02 a       557     0    47     1     5
  4.5621826699276231E-02 a       558     0    47     1     6
  1.3200320151138858E-01 a       559     0    47     1     7
  7.0540652107556917E-02 a       560     0    47     1     8
  1.1441809800530948E-01 a       561     0    47     1     9
  7.0891937190368209E-02 a       562     0    47     1    10
 -7.5382015215713999E-02 a       563     0    47     1    11
 -4.3824911833461648E-02 a       564     0    47     1    12
  1.3809982972431115E-01 a       565     0    48     1     1
  8.6021620098017497E-03 a       566     0    48     1     2
  1.6413588856157876E-01 a       567     0    48     1     3
  4.0244988740802141E-03 a       568     0    48     1     4
  7.1604114567157429E-02 a       569     0    48     1     5
  2.3872518102269683E-01 a       570     0    48     1     6
 -1.2974062675229294E-02 a       571     0    48     1     7
 -2.2359330875594621E-03 a       572     0    48     1     8
  1.0669909321855063E-01 a       573     0    48     1     9
  1.4016339424051952E-01 a       574     0    48     1    10
  2.6659235664644895E-02 a       575     0    48     1    11
  1.2234170642193853E-01 a       576     0    48     1    12
 -6.4233808395560130E-02 a       577     0    49     1     1
  4.8444841746006363E-02 a       578     0    49     1     2
  4.2179678661619879E-01 a       579     0    49     1     3
 -1.2684372441769214E-03 a       580     0    49     1     4
 -4.7022709488855452E-02 a       581     0    49     1     5
 -4.7075603630595771E-02 a       582     0    49     1     6
  3.0872986533362418E-01 a       583     0    49     1     7
 -1.1690935109311874E-01 a       584     0    49     1     8
  4.6364111337987353E-02 a       585     0    49     1     9
 -1.2232005533831006E-01 a       586     0    49     1    10
 -2.5357969238642841E-01 a       587     0    49     1    11
 -3.8688799186554809E-02 a       588     0    49     1    12
  1.2749094047545496E-02 a       589     0    50     1     1
  5.6344727124853236E-02 a       590     0    50     1     2
  1.8965210414974140E-01 a       591     0    50     1     3
 -1.9075071330933893E-01 a       592     0    50     1     4
  7.9496730297349341E-02 a       593     0    50     1     5
  1.1576661511025715E-01 a       594     0    50     1     6
  2.3524611291194825E-01 a       595     0    50     1     7
  4.8673872704100604E-02 a       596     0    50     1     8
  3.2438311698191685E-01 a       597     0    50     1     9
  1.8832755693647016E-01 a       598     0    50     1    10
 -2.2768040484967497E-01 a       599     0    50     1    11
  5.7662592025514256E-02 a       600     0    50     1    12
  9.6086639191701947E-02 a       601     0    51     1     1
  1.0146561411485846E-02 a       602     0    51     1     2
 -4.2626269908699393E-01 a       603     0    51     1     3
 -3.8973365942945301E-02 a       604     0    51     1     4
  3.0398318545579073E-01 a       605     0    51     1     5
  3.1598076126768576E-01 a       606     0    51     1     6
 -9.4673011001884341E-02 a       607     0    51     1     7
  1.0697146324222183E-01 a       608     0    51     1     8
 -2.0997734490880440E-01 a       609     0    51     1     9
 -1.0899826197832574E-01 a       610     0    51     1    10
 -1.6319957716413505E-01 a       611     0    51     1    11
  2.0445997030354904E-01 a       612     0    51     1    12
 -2.5091728377038064E-01 a       613     0    52     1     1
 -2.1657076192345384E-01 a       614     0    52     1     2
 -6.9493657806458846E-03 a       615     0    52     1     3
 -3.1418580725029382E-01 a       616     0    52     1     4
 -2.4603085749964559E-01 a       617     0    52     1     5
 -3.3801408976472345E-02 a       618     0    52     1     6
  2.6523565612088001E-01 a       619     0    52     1     7
  7.2670162876839681E-02 a       620     0    52     1     8
  1.5600268051584265E-01 a       621     0    52     1     9
 -1.2346793426897611E-01 a       622     0    52     1    10
 -5.2274041746480635E-02 a       623     0    52     1    11
  3.6105836827466314E-01 a       624     0    52     1    12
 -2.7375361395465476E+00 a       625     0    53     1     1
  1.7303999410147453E-01 a       626     0    53     1     2
 -6.4224081833901732E+00 a       627     0    53     1     3
 -6.1444328272026383E-01 a       628     0    53     1     4
 -3.5111585762163766E-01 a       629     0    53     1     5
 -1.2978889287603368E+00 a       630     0    53     1     6
 -2.4060868895779305E-01 a       631     0    53     1     7
  8.7454327906186657E-01 a       632     0    53     1     8
  2.1180758081905018E+00 a       633     0    53     1     9
  1.0692568064819945E+00 a       634     0    53     1    10
  1.3289506068432189E+00 a       635     0    53     1    11
 -3.7270583939187601E-01 a       636     0    53     1    12
 -4.8382414964431701E+00 a       637     0    54     1     1
 -1.0275979969107649E+00 a       638     0    54     1     2
  3.7504201228078266E-02 a       639     0    54     1     3
 -2.2086040215876794E+00 a       640     0    54     1     4
 -2.5439543001553981E+00 a       641     0    54     1     5
 -3.6498629355349741E+00 a       642     0    54     1     6
  1.2562143719671734E+00 a       643     0    54     1     7
  1.1678447571268307E+00 a       644     0    54     1     8
 -1.1276964978780881E+00 a       645     0    54     1     9
 -1.1862147758665547E+00 a       646     0    54     1    10
  8.2903834212478267E-01 a       647     0    54     1    11
  8.5095845018643146E-01 a       648     0    54     1    12
  4.0488356978041962E+00 a       649     0    55     1     1
  4.9020253657964641E-01 a       650     0    55     1     2
  1.4157137344257131E+00 a       651     0    55     1     3
 -2.4593036372763392E-02 a       652     0    55     1     4
  2.1544873181040480E+00 a       653     0    55     1     5
  3.5355743667289659E+00 a       654     0    55     1     6
 -3.0807069151114734E+00 a       655     0    55     1     7
 -3.6450306353633821E-01 a       656     0    55     1     8
 -4.3626236756848211E+00 a       657     0    55     1     9
 -2.5084891974277945E+00 a       658     0    55     1    10
 -1.5880488805569402E+00 a       659     0    55     1    11
  1.7418709320946200E+00 a       660     0    55     1    12
  3.2700805151709718E+00 a       661     0    56     1     1
 -1.7471619892661680E-01 a       662     0    56     1     2
  1.9760534812713855E+00 a       663     0    56     1     3
  1.7113745128727889E+00 a       664     0    56     1     4
  3.8987083504279592E+00 a       665     0    56     1     5
  4.9377779226519998E+00 a       666     0    56     1     6
 -3.9807376211791112E-01 a       667     0    56     1     7
 -4.9683911621861360E-01 a       668     0    56     1     8
  2.1323981930446867E+00 a       669     0    56     1     9
  2.2575315502673510E+00 a       670     0    56     1    10
 -9.4836912750648328E-01 a       671     0    56     1    11
  7.7788391639262111E-01 a       672     0    56     1    12
 -9.8457352936502118E-01 a       673     0    57     1     1
 -1.5462742728378309E+00 a       674     0    57     1     2
  7.9439647053150368E+00 a       675     0    57     1     3
  1.8521990280614893E+00 a       676     0    57     1     4
 -2.1225546150034647E+00 a       677     0    57     1     5
 -1.8142489316400370E+00 a       678     0    57     1     6
  4.5006323114567026E+00 a       679     0    57     1     7
 -1.8795071086507580E+00 a       680     0    57     1     8
  1.6517233306387673E+00 a       681     0    57     1     9
  6.0450927355896855E-01 a       682     0    57     1    10
 -5.8022587632052436E-01 a       683     0    57     1    11
 -1.5636159523749447E+00 a       684     0    57     1    12
  2.1920044596284489E+00 a       685     0    58     1     1
  1.5460947039194390E+00 a       686     0    58     1     2
 -3.8097738540006013E-04 a       687     0    58     1     3
  2.9380882621855031E+00 a       688     0    58     1     4
  4.9791060686386651E-01 a       689     0    58     1     5
  1.1804149673030864E+00 a       690     0    58     1     6
 -2.2601514177964739E+00 a       691     0    58     1     7
 -1.4100322301697006E+00 a       692     0    58     1     8
 -9.1557159782605535E-01 a       693     0    58     1     9
  9.9485706231567284E-01 a       694     0    58     1    10
 -5.3279673983730713E-01 a       695     0    58     1    11
 -1.0126644787492007E+00 a       696     0    58     1    12
 -2.0065416488126879E+00 a       697     0    59     1     1
  1.4038821254523209E-01 a       698     0    59     1     2
 -7.8958653743011109E-01 a       699     0    59     1     3
 -1.0531764937068802E+00 a       700     0    59     1     4
 -6.4074753278381946E-01 a       701     0    59     1     5
 -2.1738746011345382E+00 a       702     0    59     1     6
  2.4883644361998877E-01 a       703     0    59     1     7
  7.6801601808648656E-01 a       704     0    59     1     8
  2.3188810124779220E+00 a       705     0    59     1     9
  1.2955923055283007E+00 a       706     0    59     1    10
  1.2491480187271111E+00 a       707     0    59     1    11
 -9.4747890287251901E-01 a       708     0    59     1    12
 -1.6434146980283577E+00 a       709     0    60     1     1
  2.3818774222801967E-01 a       710     0    60     1     2
 -2.5563046973196020E+00 a       711     0    60     1     3
 -1.6115147066685820E+00 a       712     0    60     1     4
 -2.8972815863135257E+00 a       713     0    60     1     5
 -3.9171936831097733E+00 a       714     0    60     1     6
 -2.5094651517687955E-01 a       715     0    60     1     7
 -2.4460500310212463E-01 a       716     0    60     1     8
 -2.0349779133390782E+00 a       717     0    60     1     9
 -1.6977570847818404E+00 a       718     0    60     1    10
  1.0282119654291288E+00 a       719     0    60     1    11
 -1.8508884335892966E+00 a       720     0    60     1    12
  1.2182069718034376E+00 a       721     0    61     1     1
  2.0121757063371790E+00 a       722     0    61     1     2
 -9.3207939393103594E+00 a       723     0    61     1     3
 -1.1504179581492691E+00 a       724     0    61     1     4
  2.0474506739051206E+00 a       725     0    61     1     5
  1.5497411346112151E+00 a       726     0    61     1     6
 -5.7390438634547714E+00 a       727     0    61     1     7
  1.8175780424333192E+00 a       728     0    61     1     8
 -1.8630488309300202E+00 a       729     0    61     1     9
 -1.0662276944383879E+00 a       730     0    61     1    10
  1.5842006776831905E+00 a       731     0    61     1    11
  1.7999931989658966E+00 a       732     0    61     1    12
 -2.2380510244861354E+00 a       733     0    62     1     1
 -1.4158911247875583E+00 a       734     0    62     1     2
 -6.1458789628781363E-01 a       735     0    62     1     3
 -3.4411034222533332E+00 a       736     0    62     1     4
 -1.6430459438686917E+00 a       737     0    62     1     5
 -2.0093171749936891E+00 a       738     0    62     1     6
  2.1531854873379634E+00 a       739     0    62     1     7
  1.1850475169664521E+00 a       740     0    62     1     8
  4.1449461338940546E-01 a       741     0    62     1     9
 -1.7017545692146878E+00 a       742     0    62     1    10
  1.4282503031841500E+00 a       743     0    62     1    11
  5.4307957163741150E-01 a       744     0    62     1    12
  1.4619419561743625E+00 a       745     0    63     1     1
 -2.3565431411742599E-01 a       746     0    63     1     2
  3.1746197572832030E-01 a       747     0    63     1     3
  1.1834266697109801E+00 a       748     0    63     1     4
  9.1796957072878060E-01 a       749     0    63     1     5
  1.7203672599036333E+00 a       750     0    63     1     6
  7.4901863962867288E-01 a       751     0    63     1     7
 -1.0368131381696057E+00 a       752     0    63     1     8
 -1.7357417933990755E+00 a       753     0    63     1     9
 -7.8876544007939398E-01 a       754     0    63     1    10
 -1.3446465481758725E+00 a       755     0    63     1    11
  5.6693530612254694E-01 a       756     0    63     1    12
  1.2767181973644677E+00 a       757     0    64     1     1
 -1.0896416833128154E-01 a       758     0    64     1     2
  3.0374069184995256E+00 a       759     0    64     1     3
  1.7516431587442065E+00 a       760     0    64     1     4
  2.5641526402514994E+00 a       761     0    64     1     5
  3.7431572960039232E+00 a       762     0    64     1     6
  9.4461606659150610E-01 a       763     0    64     1     7
  5.8345661328931264E-01 a       764     0    64     1     8
  3.1664587236253947E+00 a       765     0    64     1     9
  1.3750681792606059E+00 a       766     0    64     1    10
 -9.3326419769541336E-01 a       767     0    64     1    11
  3.0118025313684411E+00 a       768     0    64     1    12
 -1.4980866166251876E+00 a       769     0    65     1     1
 -2.2130982895535842E+00 a       770     0    65     1     2
  9.9742753373971844E+00 a       771     0    65     1     3
  1.0003621237786615E+00 a       772     0    65     1     4
 -2.0270111599535534E+00 a       773     0    65     1     5
 -1.6100011772054696E+00 a       774     0    65     1     6
  6.6483793047379312E+00 a       775     0    65     1     7
 -2.2925130340430955E+00 a       776     0    65     1     8
  2.2275030203306767E+00 a       777     0    65     1     9
  1.7770395368948633E+00 a       778     0    65     1    10
 -1.9791160082712678E+00 a       779     0    65     1    11
 -1.9885964638368185E+00 a       780     0    65     1    12
  2.8244011883978875E+00 a       781     0    66     1     1
  1.2650992090923761E+00 a       782     0    66     1     2
  9.3817975732261949E-01 a       783     0    66     1     3
  3.5187468324591475E+00 a       784     0    66     1     4
  2.5516146487167339E+00 a       785     0    66     1     5
  1.7731044090441825E+00 a       786     0    66     1     6
 -2.0834392151209622E+00 a       787     0    66     1     7
 -7.9937317220345649E-01 a       788     0    66     1     8
  4.7565303466724451E-01 a       789     0    66     1     9
  1.3324767788377661E+00 a       790     0    66     1    10
 -2.3304821022548334E+00 a       791     0    66     1    11
 -5.0536374920095140E-01 a       792     0    66     1    12
 -2.9707590620212981E-01 a       793     0    67     1     1
  8.3590124666765553E-01 a       794     0    67     1     2
 -1.6616244710760089E+00 a       795     0    67     1     3
 -1.1632224962894699E+00 a       796     0    67     1     4
 -3.2667769251087908E-01 a       797     0    67     1     5
 -1.0556057369566465E+00 a       798     0    67     1     6
 -2.8856214651574370E+00 a       799     0    67     1     7
  1.7780421239072204E+00 a       800     0    67     1     8
  8.1298368417829092E-01 a       801     0    67     1     9
  1.1998182634246110E-01 a       802     0    67     1    10
  1.5596455788156762E+00 a       803     0    67     1    11
  6.1597984362440725E-02 a       804     0    67     1    12
 -1.1256027953898053E+00 a       805     0    68     1     1
  1.5746144547224644E-01 a       806     0    68     1     2
 -3.1839070537161840E+00 a       807     0    68     1     3
 -3.7591674349973356E+00 a       808     0    68     1     4
 -2.6108352330911275E+00 a       809     0    68     1     5
 -3.8825156629378457E+00 a       810     0    68     1     6
 -9.4045680440390256E-01 a       811     0    68     1     7
  8.1107999308709322E-02 a       812     0    68     1     8
 -4.0478593388603743E+00 a       813     0    68     1     9
 -1.5834936351249018E+00 a       814     0    68     1    10
  1.4975734124967337E+00 a       815     0    68     1    11
 -3.5109366982125514E+00 a       816     0    68     1    12
  1.9987279465060086E+00 a       817     0    69     1     1
  2.2836201734523862E+00 a       818     0    69     1     2
 -9.7166948770329107E+00 a       819     0    69     1     3
 -9.2155577225263641E-01 a       820     0    69     1     4
  2.8857353259605274E+00 a       821     0    69     1     5
  2.0526428125088967E+00 a       822     0    69     1     6
 -5.7563395130329802E+00 a       823     0    69     1     7
  2.4173997170847406E+00 a       824     0    69     1     8
 -2.8671738275934691E+00 a       825     0    69     1     9
 -2.5180894921783108E+00 a       826     0    69     1    10
  1.1644492430902524E+00 a       827     0    69     1    11
  2.3473178533828065E+00 a       828     0    69     1    12
 -3.1725177721076703E+00 a       829     0    70     1     1
 -5.7761501848353403E-01 a       830     0    70     1     2
  1.3432726449897552E+00 a       831     0    70     1     3
 -2.9348525942133277E+00 a       832     0    70     1     4
 -1.7055368847745478E+00 a       833     0    70     1     5
  3.4795974287302334E-01 a       834     0    70     1     6
  2.1907549623322056E+00 a       835     0    70     1     7
  4.4946629691855433E-01 a       836     0    70     1     8
 -1.7443362814531993E-01 a       837     0    70     1     9
  5.0141254758878628E-01 a       838     0    70     1    10
  2.2094070720514112E+00 a       839     0    70     1    11
  1.9896057538006471E+00 a       840     0    70     1    12
 -9.6517747923281838E-01 a       841     0    71     1     1
 -2.3536981086319129E+00 a       842     0    71     1     2
  8.8789265311776848E+00 a       843     0    71     1     3
  1.8928172257153719E+00 a       844     0    71     1     4
 -1.3483881362259735E+00 a       845     0    71     1     5
 -4.7062172156074489E-01 a       846     0    71     1     6
  8.1865984575693602E+00 a       847     0    71     1     7
 -3.6390860331942596E+00 a       848     0    71     1     8
  1.3500402906109787E+00 a       849     0    71     1     9
  1.6564938973505043E+00 a       850     0    71     1    10
 -2.5903288690966915E+00 a       851     0    71     1    11
 -1.8435007024211643E+00 a       852     0    71     1    12
  2.7587476103827249E+00 a       853     0    72     1     1
 -7.5345044273171924E-01 a       854     0    72     1     2
  1.0315346540347416E+00 a       855     0    72     1     3
  6.2791640688439028E+00 a       856     0    72     1     4
  3.4223546271191561E+00 a       857     0    72     1     5
  3.6671396543843064E+00 a       858     0    72     1     6
 -7.2464325513598493E-01 a       859     0    72     1     7
 -9.7661166372240071E-01 a       860     0    72     1     8
  4.0306598090084238E+00 a       861     0    72     1     9
  1.8579426859530714E+00 a       862     0    72     1    10
 -3.1536067624658415E+00 a       863     0    72     1    11
  2.7766674335182717E+00 a       864     0    72     1    12
  3.4018267803957769E-01 a       865     0    73     1     1
  4.1476128510013088E-01 a       866     0    73     1     2
 -1.9503618281405493E+00 a       867     0    73     1     3
 -8.5689831034761776E-01 a       868     0    73     1     4
 -1.5968981466745886E+00 a       869     0    73     1     5
 -8.6096523289141613E-01 a       870     0    73     1     6
 -3.9794713247341598E+00 a       871     0    73     1     7
  1.3569697092455220E+00 a       872     0    73     1     8
  7.1520772728358983E-01 a       873     0    73     1     9
  2.9622043892378674E-01 a       874     0    73     1    10
  1.8505129324219018E+00 a       875     0    73     1    11
  1.1381882992548962E+00 a       876     0    73     1    12
  1.5900248794898975E+00 a       877     0    74     1     1
  9.0809207666978931E-01 a       878     0    74     1     2
 -3.4311037354736422E+00 a       879     0    74     1     3
 -2.7668745746773951E+00 a       880     0    74     1     4
 -2.0671924553842644E+00 a       881     0    74     1     5
 -2.7452741932610905E+00 a       882     0    74     1     6
  1.8271361201744338E-01 a       883     0    74     1     7
  7.7350593432338421E-01 a       884     0    74     1     8
 -3.6224318476456849E+00 a       885     0    74     1     9
 -3.4647987326157073E+00 a       886     0    74     1    10
  5.1405048766051409E-01 a       887     0    74     1    11
 -3.7582514266332128E+00 a       888     0    74     1    12
  1.9925872680383344E-02 a       889     0    75     1     1
  3.9916987413420113E-01 a       890     0    75     1     2
 -4.0424254415086383E+00 a       891     0    75     1     3
 -3.6369725456222513E-01 a       892     0    75     1     4
  2.7884856078108955E+00 a       893     0    75     1     5
  1.3955477444836089E+00 a       894     0    75     1     6
 -7.4792155632058321E-01 a       895     0    75     1     7
  1.4828939120486098E+00 a       896     0    75     1     8
 -1.8924903938828639E+00 a       897     0    75     1     9
 -2.8068559552443899E+00 a       898     0    75     1    10
 -2.5365454022953227E-01 a       899     0    75     1    11
  5.0584414974961389E-01 a       900     0    75     1    12
 -2.6345498201597106E+00 a       901     0    76     1     1
  5.6304452521462378E-01 a       902     0    76     1     2
  4.8135602614960273E+00 a       903     0    76     1     3
 -3.6016487488686031E+00 a       904     0    76     1     4
 -1.2190128910920899E+00 a       905     0    76     1     5
  1.3547549228568592E+00 a       906     0    76     1     6
  2.0585935944720735E-01 a       907     0    76     1     7
  8.4330875035013603E-02 a       908     0    76     1     8
  8.4225021249516474E-01 a       909     0    76     1     9
  9.8837770697098315E-01 a       910     0    76     1    10
  2.3020111583880132E+00 a       911     0    76     1    11
  1.5300774790683327E+00 a       912     0    76     1    12
 -4.5799960530885454E-02 a       913     0    77     1     1
 -6.6676401892756776E-01 a       914     0    77     1     2
  5.4013169326058943E+00 a       915     0    77     1     3
  1.5475132449278626E+00 a       916     0    77     1     4
 -3.0635902856292612E+00 a       917     0    77     1     5
 -3.2246135751021368E+00 a       918     0    77     1     6
  2.2986657087744140E+00 a       919     0    77     1     7
 -2.9429753187265972E+00 a       920     0    77     1     8
  3.3206792907409675E+00 a       921     0    77     1     9
  3.5221206799580278E+00 a       922     0    77     1    10
 -1.8750304044093856E-02 a       923     0    77     1    11
 -1.0577722505607632E+00 a       924     0    77     1    12
  1.1632263351550289E+00 a       925     0    78     1     1
 -2.9584521191387854E+00 a       926     0    78     1     2
 -3.1084058810351607E+00 a       927     0    78     1     3
  5.7225253340199904E+00 a       928     0    78     1     4
  3.4995313149981007E+00 a       929     0    78     1     5
 -5.4150359446893992E-01 a       930     0    78     1     6
 -2.3243115620327353E+00 a       931     0    78     1     7
 -1.1127307394618735E+00 a       932     0    78     1     8
  3.4140908874306999E+00 a       933     0    78     1     9
  1.3120079650314296E+00 a       934     0    78     1    10
 -2.7028475490480455E+00 a       935     0    78     1    11
  5.8579437326272266E-01 a       936     0    78     1    12
  2.2734514541642619E+00 a       937     0    79     1     1
  4.4734461076319010E-02 a       938     0    79     1     2
 -1.2211539037286880E+01 a       939     0    79     1     3
 -2.9966022518411215E+00 a       940     0    79     1     4
  9.3380378670909092E-01 a       941     0    79     1     5
 -4.5724486736608139E-01 a       942     0    79     1     6
 -6.4771217198055258E+00 a       943     0    79     1     7
  4.1474025541023565E+00 a       944     0    79     1     8
 -7.9642719295106679E-01 a       945     0    79     1     9
 -4.8294959079697115E+00 a       946     0    79     1    10
  3.3277175776651489E+00 a       947     0    79     1    11
  3.2638203902515044E+00 a       948     0    79     1    12
 -8.1316922788272372E-01 a       949     0    80     1     1
  2.0410438506922692E+00 a       950     0    80     1     2
 -4.9610108686168557E+00 a       951     0    80     1     3
 -1.9831417622287488E+00 a       952     0    80     1     4
  1.2943254288213739E+00 a       953     0    80     1     5
 -3.2535081398390950E+00 a       954     0    80     1     6
  3.0216702017977375E+00 a       955     0    80     1     7
  3.1819785333982651E+00 a       956     0    80     1     8
 -5.4178619508956984E+00 a       957     0    80     1     9
 -2.2162793885143555E+00 a       958     0    80     1    10
 -2.8839094379708427E-02 a       959     0    80     1    11
 -2.5096988344392184E+00 a       960     0    80     1    12
 -1.5327658568879128E+00 a       961     0    81     1     1
 -1.2823728693860603E+00 a       962     0    81     1     2
  4.4809460854264671E+00 a       963     0    81     1     3
 -2.1165817856668179E-01 a       964     0    81     1     4
  3.3528312928962469E+00 a       965     0    81     1     5
  1.0166595306246855E+00 a       966     0    81     1     6
  4.7238542976481943E+00 a       967     0    81     1     7
  1.7589115874762817E+00 a       968     0    81     1     8
 -1.2459417019820735E+00 a       969     0    81     1     9
 -1.6235317187134459E+00 a       970     0    81     1    10
 -1.4650325577653203E+00 a       971     0    81     1    11
 -7.2364631966910076E-01 a       972     0    81     1    12
 -1.0754304788466542E+00 a       973     0    82     1     1
  8.9323622218703735E-01 a       974     0    82     1     2
  6.3756302029126584E+00 a       975     0    82     1     3
 -2.9879896049717716E+00 a       976     0    82     1     4
 -1.2840782414069274E+00 a       977     0    82     1     5
  3.1792555426194280E+00 a       978     0    82     1     6
 -8.9672814122849587E-01 a       979     0    82     1     7
  1.7651204370668496E+00 a       980     0    82     1     8
  6.9044346265591527E-01 a       981     0    82     1     9
  7.2798575135308241E-01 a       982     0    82     1    10
  4.3365149645686376E+00 a       983     0    82     1    11
 -1.7632769399340656E-01 a       984     0    82     1    12
 -4.8958109777411035E-01 a       985     0    83     1     1
  9.1694761470749342E-01 a       986     0    83     1     2
  3.2653982204841605E+00 a       987     0    83     1     3
  9.2327593023677113E-01 a       988     0    83     1     4
 -1.6489781562534376E+00 a       989     0    83     1     5
 -3.7966824487531650E+00 a       990     0    83     1     6
 -2.1814820683390663E+00 a       991     0    83     1     7
 -3.3166470709612863E+00 a       992     0    83     1     8
  4.0605740675925297E+00 a       993     0    83     1     9
  4.0452657806846268E+00 a       994     0    83     1    10
 -3.8239530960806911E-01 a       995     0    83     1    11
 -1.2000651421171564E+00 a       996     0    83     1    12
  1.8837547584403913E+00 a       997     0    84     1     1
 -4.3234420489511463E+00 a       998     0    84     1     2
 -2.1231735858709260E+00 a       999     0    84     1     3
  4.2385823725223561E+00 a      1000     0    84     1     4
 -9.5561764794486159E-01 a      1001     0    84     1     5
  2.9991671464255099E+00 a      1002     0    84     1     6
 -4.1126451368064743E+00 a      1003     0    84     1     7
 -2.9152807481518144E+00 a      1004     0    84     1     8
  2.8754982471350501E+00 a      1005     0    84     1     9
  2.1118081077113384E+00 a      1006     0    84     1    10
 -1.1874261494190621E+00 a      1007     0    84     1    11
 -1.6780205426297061E+00 a      1008     0    84     1    12
 -1.3918294104588795E+00 a      1009     0    85     1     1
  1.6920622204246677E-01 a      1010     0    85     1     2
 -1.2023112557775502E+00 a      1011     0    85     1     3
 -1.1843644653272338E+00 a      1012     0    85     1     4
  2.7036970428359757E+00 a      1013     0    85     1     5
  4.3681788341782939E+00 a      1014     0    85     1     6
  3.8433924566704132E+00 a      1015     0    85     1     7
  3.7973935438486448E+00 a      1016     0    85     1     8
 -3.2111117983183037E+00 a      1017     0    85     1     9
 -1.4195777982303615E+00 a      1018     0    85     1    10
 -8.9547004106463146E-01 a      1019     0    85     1    11
  5.5123334024659953E-01 a      1020     0    85     1    12
 -1.8166930196081852E+00 a      1021     0    86     1     1
  3.0307275894219528E+00 a      1022     0    86     1     2
 -2.7619237619247046E+00 a      1023     0    86     1     3
 -6.5520016287086502E+00 a      1024     0    86     1     4
 -5.0226660116111943E-01 a      1025     0    86     1     5
  1.9306267251268465E+00 a      1026     0    86     1     6
  6.3184386982527130E+00 a      1027     0    86     1     7
  2.5155493349708582E+00 a      1028     0    86     1     8
 -7.0202566289452326E+00 a      1029     0    86     1     9
  2.0729001530431019E+00 a      1030     0    86     1    10
  2.0454734429490462E+00 a      1031     0    86     1    11
 -1.0499610743622265E+00 a      1032     0    86     1    12
 -2.3079063527247392E+00 a      1033     0    87     1     1
 -1.0123089179572951E+00 a      1034     0    87     1     2
  3.7891237048847817E+00 a      1035     0    87     1     3
  3.9607625586305073E-01 a      1036     0    87     1     4
 -3.6792123738511817E-02 a      1037     0    87     1     5
 -4.2395857834000932E+00 a      1038     0    87     1     6
 -6.1143434761698612E-01 a      1039     0    87     1     7
 -1.7992982180009707E+00 a      1040     0    87     1     8
  3.9844577771437488E+00 a      1041     0    87     1     9
  4.4978404303514269E-01 a      1042     0    87     1    10
  7.9633805382726086E-01 a      1043     0    87     1    11
 -3.4736459645188766E+00 a      1044     0    87     1    12
  4.0380695667037481E+00 a      1045     0    88     1     1
 -1.1873564019648093E+00 a      1046     0    88     1     2
  2.7693463035180366E+00 a      1047     0    88     1     3
 -1.4092120660660949E+00 a      1048     0    88     1     4
 -5.5094640876357879E+00 a      1049     0    88     1     5
  9.4986041608894851E+00 a      1050     0    88     1     6
 -5.2906807922883843E+00 a      1051     0    88     1     7
  1.1501792048900750E+00 a      1052     0    88     1     8
  4.2295704139712340E+00 a      1053     0    88     1     9
 -2.9948968827919409E-01 a      1054     0    88     1    10
  4.7957023720444205E+00 a      1055     0    88     1    11
 -2.1549491507884899E+00 a      1056     0    88     1    12
  1.4954936051574161E+00 a      1057     0    89     1     1
  6.1612723732890817E-01 a      1058     0    89     1     2
  3.6277958814137989E-01 a      1059     0    89     1     3
 -1.1068185086355316E+00 a      1060     0    89     1     4
  7.0095629103903434E-01 a      1061     0    89     1     5
  9.7029597553130242E-01 a      1062     0    89     1     6
  8.0939439169298455E-01 a      1063     0    89     1     7
  1.3101400388491813E+00 a      1064     0    89     1     8
 -1.8972771404141384E+00 a      1065     0    89     1     9
  3.6995202132126764E-01 a      1066     0    89     1    10
 -1.3880993216037212E+00 a      1067     0    89     1    11
  1.0555162371785964E+00 a      1068     0    89     1    12
