################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.8196189247873742E-01 a      1569     0   131     1     9
  1.6777663301152113E-01 a      1570     0   131     1    10
  2.0344745113536891E+00 a      1571     0   131     1    11
 -1.7462925383317265E-01 a      1572     0   131     1    12
 -2.3531620024470730E+00 a      1573     0   132     1     1
  7.6131269467060850E-02 a      1574     0   132     1     2
 -4.5610993210515076E+00 a      1575     0   132     1     3
  7.3329136444470477E-01 a      1576     0   132     1     4
 -3.6849958133299956E+00 a      1577     0   132     1     5
  7.2879812868282396E+00 a      1578     0   132     1     6
  1.9969420697646936E+00 a      1579     0   132     1     7
  5.8748600619133988E+00 a      1580     0   132     1     8
  1.8485419853509539E+00 a      1581     0   132     1     9
  2.1578967097983397E+00 a      1582     0   132     1    10
  6.5764021845929124E+00 a      1583     0   132     1    11
  4.6968471830737868E-01 a      1584     0   132     1    12
  1.4770500845523049E-01 a      1585     0   133     1     1
  5.2001962781469748E+00 a      1586     0   133     1     2
 -1.8696274706083218E+00 a      1587     0   133     1     3
  3.6876868143143575E+00 a      1588     0   133     1     4
 -5.5287928218542115E+00 a      1589     0   133     1     5
 -2.0821216074199288E+01 a      1590     0   133     1     6
 -5.6239106915845916E-01 a      1591     0   133     1     7
  8.4102838756587484E-01 a      1592     0   133     1     8
 -1.4365998409481988E+00 a      1593     0   133     1     9
 -1.2557799902284712E+00 a      1594     0   133     1    10
  3.6440210142083842E+00 a      1595     0   133     1    11
  9.6555883777594687E-01 a      1596     0   133     1    12
 -1.3623601984117431E+00 a      1597     0   134     1     1
 -5.3915387892938371E+00 a      1598     0   134     1     2
 -1.1684757914739377E+01 a      1599     0   134     1     3
  4.3141823352234576E+00 a      1600     0   134     1     4
 -3.8311546032756314E+00 a      1601     0   134     1     5
  2.0874782265146756E+01 a      1602     0   134     1     6
  7.1471063971988436E+00 a      1603     0   134     1     7
  1.3150881251743177E+01 a      1604     0   134     1     8
  4.6860527041175049E+00 a      1605     0   134     1     9
  1.1240826875570700E+00 a      1606     0   134     1    10
  2.0326696433766685E+01 a      1607     0   134     1    11
  5.3493813916795585E-01 a      1608     0   134     1    12
  2.3325325669339647E+00 a      1609     0   135     1     1
  9.6286458059036084E-01 a      1610     0   135     1     2
 -2.1882373214557016E+00 a      1611     0   135     1     3
  1.4814350172736535E+00 a      1612     0   135     1     4
 -1.8405174356880252E+00 a      1613     0   135     1     5
 -1.9920372783229055E+01 a      1614     0   135     1     6
 -2.6149217722834472E-01 a      1615     0   135     1     7
  1.6084490732952408E+00 a      1616     0   135     1     8
 -1.3586758258582983E+00 a      1617     0   135     1     9
 -1.5630543193112989E+00 a      1618     0   135     1    10
  3.2573720740938010E+00 a      1619     0   135     1    11
  8.8912368309983147E-01 a      1620     0   135     1    12
  3.8581493885726159E+00 a      1621     0   136     1     1
 -8.9995738960727749E+00 a      1622     0   136     1     2
 -4.8192338087346185E+00 a      1623     0   136     1     3
  4.5261500586853822E+00 a      1624     0   136     1     4
  5.2724755157611698E+00 a      1625     0   136     1     5
  1.4011518136724153E+01 a      1626     0   136     1     6
  3.9886880477102653E+00 a      1627     0   136     1     7
  5.0624649374001836E+00 a      1628     0   136     1     8
  3.5916268084639213E+00 a      1629     0   136     1     9
 -3.4383902352710369E+00 a      1630     0   136     1    10
  1.5573480392610342E+01 a      1631     0   136     1    11
 -1.9460143769566078E+00 a      1632     0   136     1    12
 -2.4821826242527933E+00 a      1633     0   137     1     1
 -2.0528107706183389E+00 a      1634     0   137     1     2
  2.6009188118215083E+00 a      1635     0   137     1     3
 -2.3994871075259483E+00 a      1636     0   137     1     4
  5.8452198408419340E+00 a      1637     0   137     1     5
  2.4716918779052637E+01 a      1638     0   137     1     6
  1.8809788846342672E+00 a      1639     0   137     1     7
 -9.9188553754365882E-01 a      1640     0   137     1     8
  1.9260264009299193E+00 a      1641     0   137     1     9
  6.8773636856034404E-01 a      1642     0   137     1    10
 -5.5781800518400884E+00 a      1643     0   137     1    11
 -9.6036092730807443E-01 a      1644     0   137     1    12
 -1.9685932409960023E+00 a      1645     0   138     1     1
  1.0761844864264287E+01 a      1646     0   138     1     2
  1.1156957438360870E+01 a      1647     0   138     1     3
 -7.3560715718529535E+00 a      1648     0   138     1     4
 -4.8069191268246430E+00 a      1649     0   138     1     5
 -2.9165739167735467E+01 a      1650     0   138     1     6
 -9.7851897354756474E+00 a      1651     0   138     1     7
 -1.1199904151783887E+01 a      1652     0   138     1     8
 -6.0645179251424324E+00 a      1653     0   138     1     9
  1.9571659041438767E+00 a      1654     0   138     1    10
 -2.4562749867833801E+01 a      1655     0   138     1    11
  2.9788793838480601E+00 a      1656     0   138     1    12
  8.9311702718725894E-01 a      1657     0   139     1     1
  4.8815494151701722E-01 a      1658     0   139     1     2
  1.7053575227584303E+00 a      1659     0   139     1     3
  7.9355683917853947E-01 a      1660     0   139     1     4
 -2.5506688628190219E+00 a      1661     0   139     1     5
 -7.5795357721063121E+00 a      1662     0   139     1     6
  4.5023662032889669E-02 a      1663     0   139     1     7
 -2.5926690329756202E-01 a      1664     0   139     1     8
 -9.4288570820933315E-01 a      1665     0   139     1     9
  4.7194523611887146E-01 a      1666     0   139     1    10
  2.0747146982478633E+00 a      1667     0   139     1    11
  5.1646398495689771E-01 a      1668     0   139     1    12
  2.8853553005986043E-01 a      1669     0   140     1     1
 -2.8133076025014740E+00 a      1670     0   140     1     2
 -4.0715188382339900E+00 a      1671     0   140     1     3
  3.5799059891388048E+00 a      1672     0   140     1     4
  1.8939615440666748E+00 a      1673     0   140     1     5
  1.1276315383834604E+01 a      1674     0   140     1     6
  4.8430986510199254E+00 a      1675     0   140     1     7
  3.4912121388587813E+00 a      1676     0   140     1     8
  2.0190747806208940E+00 a      1677     0   140     1     9
 -8.1900751764649157E-02 a      1678     0   140     1    10
  7.9060479809538782E+00 a      1679     0   140     1    11
 -2.0604379936850199E+00 a      1680     0   140     1    12
 -1.0929305702729131E+01 a      1681     0   141     1     1
  2.5655587239928610E+00 a      1682     0   141     1     2
  2.2896475729135370E+00 a      1683     0   141     1     3
  1.7156268194969670E+00 a      1684     0   141     1     4
 -6.7481351300722059E+00 a      1685     0   141     1     5
 -8.4649474703318397E+00 a      1686     0   141     1     6
  6.6814757844518935E+00 a      1687     0   141     1     7
  4.5739051327918476E+00 a      1688     0   141     1     8
 -3.8526818847554889E+00 a      1689     0   141     1     9
 -5.9820850487662272E+00 a      1690     0   141     1    10
 -4.3575438027935736E+00 a      1691     0   141     1    11
 -1.5613306308016337E+00 a      1692     0   141     1    12
  1.4583207861558867E-01 a      1693     0   142     1     1
 -6.4861383901531893E+00 a      1694     0   142     1     2
  1.9404520653423804E-01 a      1695     0   142     1     3
  3.8515560811514180E+00 a      1696     0   142     1     4
 -1.9240754673858251E-01 a      1697     0   142     1     5
  4.5918417093064656E+00 a      1698     0   142     1     6
 -2.2117906466344834E+00 a      1699     0   142     1     7
 -2.8377225118180638E+00 a      1700     0   142     1     8
  6.7567445231163459E-01 a      1701     0   142     1     9
 -8.8180564637690850E-01 a      1702     0   142     1    10
 -3.5934169692518454E+00 a      1703     0   142     1    11
  3.9392741957161230E+00 a      1704     0   142     1    12
  2.2392015192804829E-01 a      1705     0   143     1     1
 -6.6164411882183281E+00 a      1706     0   143     1     2
  3.4911570059254693E-01 a      1707     0   143     1     3
  4.0101141112352146E+00 a      1708     0   143     1     4
 -2.5516429588634454E-01 a      1709     0   143     1     5
  4.5536637733183341E+00 a      1710     0   143     1     6
 -2.2609679215557210E+00 a      1711     0   143     1     7
 -2.8836111238865123E+00 a      1712     0   143     1     8
  9.5701558838414780E-01 a      1713     0   143     1     9
 -7.1753910261661358E-01 a      1714     0   143     1    10
 -3.7089833901404692E+00 a      1715     0   143     1    11
  4.0880713557051092E+00 a      1716     0   143     1    12
  8.3835785798648077E-01 a      1717     0   144     1     1
  2.5096352603618564E+00 a      1718     0   144     1     2
  3.3939495992177733E+00 a      1719     0   144     1     3
 -3.0163888476847527E+00 a      1720     0   144     1     4
 -1.1103440750749409E+00 a      1721     0   144     1     5
 -6.1403021048885504E+00 a      1722     0   144     1     6
  2.1582457021192858E+00 a      1723     0   144     1     7
  2.0104007302131950E+00 a      1724     0   144     1     8
  7.4170924099326896E-01 a      1725     0   144     1     9
  4.7249593388859426E+00 a      1726     0   144     1    10
 -2.4265027023432198E-01 a      1727     0   144     1    11
  6.1807357029087417E-01 a      1728     0   144     1    12
  2.1800222618562556E-02 a      1729     0   145     1     1
 -2.9065918074566577E+00 a      1730     0   145     1     2
  8.9549256180974279E-01 a      1731     0   145     1     3
 -2.3729367125645364E+00 a      1732     0   145     1     4
  2.2624406999349524E+00 a      1733     0   145     1     5
  3.6361433395757969E+00 a      1734     0   145     1     6
  9.1506599474064709E-01 a      1735     0   145     1     7
  2.4923790221232052E+00 a      1736     0   145     1     8
  3.4146852773827847E+00 a      1737     0   145     1     9
  7.8412520758031790E-01 a      1738     0   145     1    10
 -1.8532622887541115E+00 a      1739     0   145     1    11
 -8.6953299239751022E-02 a      1740     0   145     1    12
  2.5535768888913751E-01 a      1741     0   146     1     1
 -2.9636341118735987E+00 a      1742     0   146     1     2
  7.2185141213335602E-01 a      1743     0   146     1     3
 -2.4269650649732437E+00 a      1744     0   146     1     4
  2.1346587221105335E+00 a      1745     0   146     1     5
  3.5263685595877821E+00 a      1746     0   146     1     6
  1.0265496868103743E+00 a      1747     0   146     1     7
  2.3232554757702215E+00 a      1748     0   146     1     8
  3.3552002085097929E+00 a      1749     0   146     1     9
  8.3837282605684960E-01 a      1750     0   146     1    10
 -1.7714841974441653E+00 a      1751     0   146     1    11
  1.0547208796195870E-01 a      1752     0   146     1    12
  5.9069529419431817E+00 a      1753     0   147     1     1
 -4.3383450262885805E+00 a      1754     0   147     1     2
 -7.5185745124891366E+00 a      1755     0   147     1     3
  5.2242785218969203E+00 a      1756     0   147     1     4
  4.7539299609402006E+00 a      1757     0   147     1     5
  7.0543574010063992E+00 a      1758     0   147     1     6
 -4.2560197780388420E-01 a      1759     0   147     1     7
 -5.1453243166597931E+00 a      1760     0   147     1     8
  9.2497322270205040E-01 a      1761     0   147     1     9
  2.0455395613309872E+00 a      1762     0   147     1    10
  2.2536792544957973E+00 a      1763     0   147     1    11
  2.1157715621359152E+00 a      1764     0   147     1    12
 -7.1093394943939892E-01 a      1765     0   148     1     1
  7.7734388661935361E+00 a      1766     0   148     1     2
 -4.6954003795882651E+00 a      1767     0   148     1     3
 -1.1799987124866698E+00 a      1768     0   148     1     4
  2.7471632615866876E-01 a      1769     0   148     1     5
 -6.7690657043300426E+00 a      1770     0   148     1     6
  4.0402215264996073E+00 a      1771     0   148     1     7
 -4.8124806735847914E-01 a      1772     0   148     1     8
 -1.7920243625794359E+00 a      1773     0   148     1     9
 -4.2882101609123646E-02 a      1774     0   148     1    10
  4.3771347559361455E+00 a      1775     0   148     1    11
 -2.3303042338564488E+00 a      1776     0   148     1    12
 -6.0278061522414306E-01 a      1777     0   149     1     1
  7.7376586399188403E+00 a      1778     0   149     1     2
 -4.6005066667880214E+00 a      1779     0   149     1     3
 -9.6070451264930201E-01 a      1780     0   149     1     4
  1.0862636985875719E-01 a      1781     0   149     1     5
 -6.9393980712663677E+00 a      1782     0   149     1     6
  4.0370035107201101E+00 a      1783     0   149     1     7
 -3.2012366975522027E-01 a      1784     0   149     1     8
 -1.8848915911662794E+00 a      1785     0   149     1     9
 -5.8365209460133148E-02 a      1786     0   149     1    10
  4.5441486724250533E+00 a      1787     0   149     1    11
 -2.4349246271351608E+00 a      1788     0   149     1    12
  8.4415016481792087E+00 a      1789     0   150     1     1
  1.2811588594098147E+00 a      1790     0   150     1     2
  2.1111570916274127E+00 a      1791     0   150     1     3
 -3.8648351821498461E+00 a      1792     0   150     1     4
  3.2194849718033165E+00 a      1793     0   150     1     5
 -2.4327575805867085E+00 a      1794     0   150     1     6
 -1.0449689219500853E+00 a      1795     0   150     1     7
 -5.4936944431452184E-01 a      1796     0   150     1     8
  3.3863664680121959E+00 a      1797     0   150     1     9
  1.0169430523421463E+01 a      1798     0   150     1    10
  2.5202789435256321E+00 a      1799     0   150     1    11
  1.9152414381559084E+00 a      1800     0   150     1    12
 -2.9654435157654226E-02 a      1801     0   151     1     1
  7.5055200682646650E-01 a      1802     0   151     1     2
 -5.4373934777600400E-02 a      1803     0   151     1     3
 -5.1210135164169559E+00 a      1804     0   151     1     4
  3.1086915742291232E+00 a      1805     0   151     1     5
  1.1611931141813043E+00 a      1806     0   151     1     6
  2.7958388690982012E+00 a      1807     0   151     1     7
  4.3327039565614252E+00 a      1808     0   151     1     8
  3.5620774592582070E+00 a      1809     0   151     1     9
  1.5316882587682339E+00 a      1810     0   151     1    10
  2.9388340369426547E-01 a      1811     0   151     1    11
 -2.1793335526695823E+00 a      1812     0   151     1    12
  8.8095928038494975E-02 a      1813     0   152     1     1
  9.2630820040328410E-01 a      1814     0   152     1     2
  2.0973373360708984E-02 a      1815     0   152     1     3
 -5.1734675589009704E+00 a      1816     0   152     1     4
  2.9261220216026267E+00 a      1817     0   152     1     5
  9.2244047207001978E-01 a      1818     0   152     1     6
  2.8237344555352459E+00 a      1819     0   152     1     7
  4.2260281189753295E+00 a      1820     0   152     1     8
  3.5743412294492924E+00 a      1821     0   152     1     9
  1.6062558541702885E+00 a      1822     0   152     1    10
  2.8747237055490699E-01 a      1823     0   152     1    11
 -2.4158633300126771E+00 a      1824     0   152     1    12
 -1.4094376678715017E+00 a      1825     0   153     1     1
  1.6893411082841239E+00 a      1826     0   153     1     2
  1.4509146485509056E-01 a      1827     0   153     1     3
 -7.8255855228368920E-01 a      1828     0   153     1     4
 -1.2093196125215855E+00 a      1829     0   153     1     5
 -5.5694072708233711E-01 a      1830     0   153     1     6
 -2.4818636524565494E+00 a      1831     0   153     1     7
 -4.2396147862837180E-01 a      1832     0   153     1     8
  4.4518391070687341E-01 a      1833     0   153     1     9
  2.5006547411770508E-01 a      1834     0   153     1    10
 -1.8218775846114429E-01 a      1835     0   153     1    11
 -1.6384877281463591E-02 a      1836     0   153     1    12
 -1.0612765709019267E+00 a      1837     0   154     1     1
 -1.1073876652207479E+00 a      1838     0   154     1     2
 -8.5845363977496136E-01 a      1839     0   154     1     3
 -8.0293924770319269E-01 a      1840     0   154     1     4
 -8.1797124366085727E-01 a      1841     0   154     1     5
 -4.3063203658666567E-02 a      1842     0   154     1     6
 -1.0774904092027164E+00 a      1843     0   154     1     7
  1.8387921564018708E-01 a      1844     0   154     1     8
 -7.5031809000540872E-01 a      1845     0   154     1     9
  5.1556628593427867E-01 a      1846     0   154     1    10
 -9.2800144401941431E-01 a      1847     0   154     1    11
 -1.0021044110994937E+00 a      1848     0   154     1    12
 -9.1208383837464280E-01 a      1849     0   155     1     1
 -9.1431628461129943E-01 a      1850     0   155     1     2
 -9.8195409677144896E-01 a      1851     0   155     1     3
 -6.1139102839883430E-01 a      1852     0   155     1     4
 -7.8553163224009936E-01 a      1853     0   155     1     5
 -1.8162176144633557E-01 a      1854     0   155     1     6
 -9.8692091239457747E-01 a      1855     0   155     1     7
  3.2994625588464160E-01 a      1856     0   155     1     8
 -6.1200640544007678E-01 a      1857     0   155     1     9
  3.8535148162853006E-01 a      1858     0   155     1    10
 -7.2039613205848207E-01 a      1859     0   155     1    11
 -9.4394924717843309E-01 a      1860     0   155     1    12
 -5.0992366638187354E+00 a      1861     0   156     1     1
 -5.3582637580755383E+00 a      1862     0   156     1     2
 -5.2558186214127325E+00 a      1863     0   156     1     3
  4.5430121597324202E+00 a      1864     0   156     1     4
  3.2089441076380463E+00 a      1865     0   156     1     5
  9.5671636486135991E+00 a      1866     0   156     1     6
 -1.9443873978131711E-02 a      1867     0   156     1     7
  7.0405619209569961E-02 a      1868     0   156     1     8
 -3.0144266583721846E+00 a      1869     0   156     1     9
 -9.3704231018420874E+00 a      1870     0   156     1    10
 -4.8501044358089079E-01 a      1871     0   156     1    11
 -2.2641040914229675E+00 a      1872     0   156     1    12
 -1.0465081940772841E-01 a      1873     0   157     1     1
  1.1837992699675557E+00 a      1874     0   157     1     2
 -3.1882295800810696E+00 a      1875     0   157     1     3
  6.7634616577805193E+00 a      1876     0   157     1     4
 -1.8640346079385863E+00 a      1877     0   157     1     5
 -5.5087031378776763E-01 a      1878     0   157     1     6
 -6.7406939716580050E-01 a      1879     0   157     1     7
 -5.1480564235322586E+00 a      1880     0   157     1     8
 -6.4234580066776354E+00 a      1881     0   157     1     9
 -7.9482635012986247E-01 a      1882     0   157     1    10
  1.0836036420524739E+00 a      1883     0   157     1    11
  1.0187077395178334E+00 a      1884     0   157     1    12
  1.4919213199308303E-02 a      1885     0   158     1     1
  1.1201313605229388E+00 a      1886     0   158     1     2
 -3.1653701528695666E+00 a      1887     0   158     1     3
  6.6237648285350472E+00 a      1888     0   158     1     4
 -1.9940925424281304E+00 a      1889     0   158     1     5
 -4.6698645886916534E-01 a      1890     0   158     1     6
 -5.5768093983282840E-01 a      1891     0   158     1     7
 -5.1480027317525092E+00 a      1892     0   158     1     8
 -6.5292230318883329E+00 a      1893     0   158     1     9
 -8.3811139368430665E-01 a      1894     0   158     1    10
  1.2313280163046192E+00 a      1895     0   158     1    11
  1.0051102765059992E+00 a      1896     0   158     1    12
 -4.3683944448178069E-01 a      1897     0   159     1     1
 -5.3143615277946434E+00 a      1898     0   159     1     2
  1.1594752570214743E-01 a      1899     0   159     1     3
 -2.9481397930989122E+00 a      1900     0   159     1     4
  4.8809405017569230E+00 a      1901     0   159     1     5
  4.7363942893368867E+00 a      1902     0   159     1     6
 -4.3619311345117948E+00 a      1903     0   159     1     7
  1.6459709951463826E+00 a      1904     0   159     1     8
 -4.4141288769355800E+00 a      1905     0   159     1     9
 -4.9282670545034506E+00 a      1906     0   159     1    10
  5.1960699306497382E+00 a      1907     0   159     1    11
 -1.9605694785327560E-01 a      1908     0   159     1    12
 -2.7192699787330739E+00 a      1909     0   160     1     1
  2.3880066334588008E+00 a      1910     0   160     1     2
  3.9937606361682820E+00 a      1911     0   160     1     3
 -2.8665392166569448E+00 a      1912     0   160     1     4
 -4.6043274957111917E+00 a      1913     0   160     1     5
  6.0983130389059284E+00 a      1914     0   160     1     6
 -2.9763479035773854E+00 a      1915     0   160     1     7
  7.8692512151784166E-01 a      1916     0   160     1     8
 -5.4213801438648686E+00 a      1917     0   160     1     9
  2.4532699882079632E+00 a      1918     0   160     1    10
 -8.9962482571644309E-01 a      1919     0   160     1    11
 -5.9151187861930687E-01 a      1920     0   160     1    12
 -2.8213296193647888E+00 a      1921     0   161     1     1
  2.4205425162454519E+00 a      1922     0   161     1     2
  3.9956011042870272E+00 a      1923     0   161     1     3
 -2.8491289806877624E+00 a      1924     0   161     1     4
 -4.6213126346385227E+00 a      1925     0   161     1     5
  6.0515601487542403E+00 a      1926     0   161     1     6
 -2.9446455491396781E+00 a      1927     0   161     1     7
  7.7344244424453090E-01 a      1928     0   161     1     8
 -5.4120604731978208E+00 a      1929     0   161     1     9
  2.6066946451129875E+00 a      1930     0   161     1    10
 -8.8924882784485992E-01 a      1931     0   161     1    11
 -6.7932691045864946E-01 a      1932     0   161     1    12
 -1.4235748688617702E+00 a      1933     0   162     1     1
 -5.5379787027622704E+00 a      1934     0   162     1     2
  2.0098269785301184E-01 a      1935     0   162     1     3
  4.2412031006624389E+00 a      1936     0   162     1     4
  3.1492132446093244E+00 a      1937     0   162     1     5
  7.2706291626980351E+00 a      1938     0   162     1     6
 -4.9917225079856209E+00 a      1939     0   162     1     7
 -1.5502641837449229E+00 a      1940     0   162     1     8
 -8.2769033053308529E+00 a      1941     0   162     1     9
 -6.4277354064029737E+00 a      1942     0   162     1    10
  4.8177153982988425E+00 a      1943     0   162     1    11
  1.0543120731064362E+00 a      1944     0   162     1    12
 -1.3285659482627818E+00 a      1945     0   163     1     1
  4.9702733466036122E+00 a      1946     0   163     1     2
  8.6399909416779230E-01 a      1947     0   163     1     3
 -4.6362345445407884E+00 a      1948     0   163     1     4
 -2.2179511799216587E+00 a      1949     0   163     1     5
 -6.2306000899307348E+00 a      1950     0   163     1     6
 -2.5942661710528538E+00 a      1951     0   163     1     7
 -5.3898898875761636E-01 a      1952     0   163     1     8
 -5.0536760372919156E+00 a      1953     0   163     1     9
  1.4166229139922084E+00 a      1954     0   163     1    10
  6.1590991142094937E+00 a      1955     0   163     1    11
  8.6696642592674636E-02 a      1956     0   163     1    12
 -1.1523798537410699E+00 a      1957     0   164     1     1
  4.9115710232571237E+00 a      1958     0   164     1     2
  1.0509793776716170E+00 a      1959     0   164     1     3
 -4.5728157782479437E+00 a      1960     0   164     1     4
 -2.5123163002080302E+00 a      1961     0   164     1     5
 -6.0576811471456038E+00 a      1962     0   164     1     6
 -2.5476848522973046E+00 a      1963     0   164     1     7
 -6.4840517842922041E-01 a      1964     0   164     1     8
 -4.7897502931348610E+00 a      1965     0   164     1     9
  1.4940032268876509E+00 a      1966     0   164     1    10
  6.1103082359935135E+00 a      1967     0   164     1    11
  2.3534630453689830E-02 a      1968     0   164     1    12
  8.2868970099352754E+00 a      1969     0   165     1     1
  5.8054270940084960E+00 a      1970     0   165     1     2
 -3.3203685620157324E+00 a      1971     0   165     1     3
 -1.3875077981307369E+01 a      1972     0   165     1     4
 -5.0846331279303678E+00 a      1973     0   165     1     5
  2.9951527445042028E+00 a      1974     0   165     1     6
  7.0936195852250750E-01 a      1975     0   165     1     7
 -1.2947152200551408E+00 a      1976     0   165     1     8
  1.2614021447577043E+01 a      1977     0   165     1     9
  8.8989267841138666E+00 a      1978     0   165     1    10
 -6.0422214280737032E+00 a      1979     0   165     1    11
 -2.2165381003028619E+00 a      1980     0   165     1    12
  5.7964284203541672E+00 a      1981     0   166     1     1
 -7.7854340653624243E+00 a      1982     0   166     1     2
  2.0529362279961196E+00 a      1983     0   166     1     3
  6.0158749445524506E+00 a      1984     0   166     1     4
  2.2059062765656576E+00 a      1985     0   166     1     5
  9.7127675684182648E+00 a      1986     0   166     1     6
 -1.8663263412063367E+00 a      1987     0   166     1     7
  3.1706494632760416E+00 a      1988     0   166     1     8
  6.9846128302648181E+00 a      1989     0   166     1     9
 -1.6095850944519623E+00 a      1990     0   166     1    10
 -8.5193667472990136E+00 a      1991     0   166     1    11
 -5.9743286291598321E-02 a      1992     0   166     1    12
  5.9343568261578952E+00 a      1993     0   167     1     1
 -7.9390495673916801E+00 a      1994     0   167     1     2
  2.1415863334077336E+00 a      1995     0   167     1     3
  5.8792242073678054E+00 a      1996     0   167     1     4
  2.2730429804961467E+00 a      1997     0   167     1     5
  9.7052461584573564E+00 a      1998     0   167     1     6
 -1.6682853917180163E+00 a      1999     0   167     1     7
  3.1359418723125079E+00 a      2000     0   167     1     8
  7.1961833270160378E+00 a      2001     0   167     1     9
 -1.6583935266215186E+00 a      2002     0   167     1    10
 -8.6684898723005688E+00 a      2003     0   167     1    11
  5.9727764251686598E-02 a      2004     0   167     1    12
  1.9864948939332894E-01 a      2005     0   168     1     1
 -3.3677705181959330E+00 a      2006     0   168     1     2
 -3.2851981484835369E-01 a      2007     0   168     1     3
  3.9437633564494909E+00 a      2008     0   168     1     4
  5.2478294606813203E-01 a      2009     0   168     1     5
  7.6195182288770855E+00 a      2010     0   168     1     6
 -4.2760108060695670E+00 a      2011     0   168     1     7
 -2.9628213473972425E+00 a      2012     0   168     1     8
 -5.8410462117950752E+00 a      2013     0   168     1     9
 -4.0164921567405756E+00 a      2014     0   168     1    10
  2.2845677848064785E+00 a      2015     0   168     1    11
  1.0530274029017044E+00 a      2016     0   168     1    12
  9.3425443745189651E-01 a      2017     0   169     1     1
  3.6433054376638365E+00 a      2018     0   169     1     2
 -2.6246988523559323E-01 a      2019     0   169     1     3
 -3.2485495285312442E+00 a      2020     0   169     1     4
 -5.5524284594550133E-01 a      2021     0   169     1     5
 -8.6581910270200186E+00 a      2022     0   169     1     6
 -2.4831431811096008E+00 a      2023     0   169     1     7
 -5.4309734240030161E-01 a      2024     0   169     1     8
 -2.3109319972001976E+00 a      2025     0   169     1     9
  2.5641040943531074E-01 a      2026     0   169     1    10
  6.4774583002442458E+00 a      2027     0   169     1    11
  3.1331968925791759E-01 a      2028     0   169     1    12
  9.8369205223089695E-01 a      2029     0   170     1     1
  3.6978275520613484E+00 a      2030     0   170     1     2
 -3.6059037670199506E-01 a      2031     0   170     1     3
 -3.1608905429326093E+00 a      2032     0   170     1     4
 -5.6396282803061493E-01 a      2033     0   170     1     5
 -8.7793743848270385E+00 a      2034     0   170     1     6
 -2.4107601286925116E+00 a      2035     0   170     1     7
 -4.7268071591922184E-01 a      2036     0   170     1     8
 -2.3922165142235210E+00 a      2037     0   170     1     9
  5.0876948096051466E-01 a      2038     0   170     1    10
  6.4906710271345993E+00 a      2039     0   170     1    11
  3.0999741769241995E-01 a      2040     0   170     1    12
 -3.6609958259923330E+00 a      2041     0   171     1     1
 -1.6220238237128784E-01 a      2042     0   171     1     2
  9.6166615396039656E+00 a      2043     0   171     1     3
  8.6001796497580028E+00 a      2044     0   171     1     4
 -2.7368908166439443E-01 a      2045     0   171     1     5
 -4.9675550002270619E+00 a      2046     0   171     1     6
  6.7307704926353207E+00 a      2047     0   171     1     7
  3.7527081763569226E+00 a      2048     0   171     1     8
 -8.4150058152140925E+00 a      2049     0   171     1     9
 -3.9844342236280941E+00 a      2050     0   171     1    10
 -1.6910280956757578E-01 a      2051     0   171     1    11
  1.0034227334808701E+00 a      2052     0   171     1    12
 -1.2434730684433954E+00 a      2053     0   172     1     1
  2.7390395370082201E+00 a      2054     0   172     1     2
  8.3647489377957229E-01 a      2055     0   172     1     3
 -1.7974745852917586E+00 a      2056     0   172     1     4
  2.0762241049946259E-01 a      2057     0   172     1     5
 -7.2427078868731787E+00 a      2058     0   172     1     6
  1.2175278128960256E+00 a      2059     0   172     1     7
 -9.9119586502978074E-01 a      2060     0   172     1     8
 -9.7565894294881306E-01 a      2061     0   172     1     9
  2.7886022851647968E-01 a      2062     0   172     1    10
  5.2265917512157207E+00 a      2063     0   172     1    11
  1.2934302610034889E+00 a      2064     0   172     1    12
 -1.3581422900769615E+00 a      2065     0   173     1     1
  2.8466863506490498E+00 a      2066     0   173     1     2
  7.2608705435508614E-01 a      2067     0   173     1     3
 -1.9488024066905383E+00 a      2068     0   173     1     4
  3.7469644572319766E-01 a      2069     0   173     1     5
 -7.2916516936980607E+00 a      2070     0   173     1     6
  1.1550428891658913E+00 a      2071     0   173     1     7
 -8.6827340750421178E-01 a      2072     0   173     1     8
 -9.4277117412009659E-01 a      2073     0   173     1     9
  5.0671560525974942E-02 a      2074     0   173     1    10
  5.4737932551932742E+00 a      2075     0   173     1    11
  1.2150836039457669E+00 a      2076     0   173     1    12
  4.2229695359619068E+00 a      2077     0   174     1     1
  1.2582955815131436E+01 a      2078     0   174     1     2
 -4.2919863017834379E+00 a      2079     0   174     1     3
 -4.1628950166687551E+00 a      2080     0   174     1     4
 -9.1676525385427059E+00 a      2081     0   174     1     5
  5.6299958288597818E+00 a      2082     0   174     1     6
 -3.0410347953734576E+00 a      2083     0   174     1     7
 -6.9097265677889919E+00 a      2084     0   174     1     8
  7.6966317690054673E+00 a      2085     0   174     1     9
  7.4447124435355914E+00 a      2086     0   174     1    10
 -2.9637524497731933E+00 a      2087     0   174     1    11
